Image_URL,Page_ID,Region_ID,Region_Text,x1,y1,x2,y2,arc:nexus_segment,ground_truth_segment
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779892904431,"کانق٢ کچيل مڠتهوي لبه درفد اوق کانق٢ مناڠيس مونکين دهببکن اوله برباݢي٢ فرکارا شالڽ فين فڽمة منچوچق بدانڽ بوله جادي اتو يڠ لبه. مستحق لاݢي ککوراڠن مکانن يڠ سبنرڽ٢. باڽق ايبو٢ مڽڠݢ بهوا سموا مکانن کانق٢ اداله سام سهباج اين سوده تنتو تيدق بنر، کران باڽق ايه٢ دان ايبو٢ دڠن ݢمبيراڽ تله دافة ممبوقتيکنڽ دڠن برتوکر کفد مکانن سوسو کأو عندݢية. مکانن يڠ لبه خصيتڽ اين يڠ داڠة سنڠ دان چنة مڽدياکنڽ سرت کاي دڠن بيتامين٢، ذاتکافور دان ذات ݢارم، اوله براولڠ کالي مندافة کجيأن. کانق٢ برتمبه برة لاݢي بداينڽ، ݢڠݢوان تأ دافة تيدور دافة دالهکن، دان کلݢأن هاتي مڠمبيل تمفة کبيمباڠن ايه دان ايبو. دري ايت جک کامو برکهندقکن مکانن يڠ بايک سکالي باݢي انق٢ کامو (دان سوده تنتوله سموا ايبو برکهندقکنڽ) بليله ستين کأو عند ݢية سکازڠ جوݢ. جوݢ توليسله انتوق مندافة رساله فرچوما ""5sڠ1a1 1aP“ کفد- O5s. ,TڠOOaCTN و3. .ڠSL",14,2107,1571,4494,0,a86555ed-609a-4e12-8fcf-f14777bd3f7a
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779892919529,سو بيت دان فرانس برجنجي اکن مموليهکن کامانن دالجيريا,1633,586,5443,854,1,e0790618-da33-4230-b4ff-d571dffa1495
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779892941281,بولݢانين دان موليتا ممبواة کڽتاءن برسام موسکو 20 مي - سوبية يونيان دان فرانس ددالم سوات کڽتأن برسام يڠ د کلوارکن دسيني سمالم مڽتاکن بهوا مريک برهارف سوات فڽلساين يڠ منورة کهندق ماس دان کفنتيڤن مأنسي اکن ترچافي اتس مسئله الجيريا.,2375,842,4669,1702,1,e0790618-da33-4230-b4ff-d571dffa1495
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779892959294,فرنيݢأن دڠن چينا بريتيش مميندا فوليسي فرنيݢأنڽ لندن 20 مي - کراجأن ريتيش تله مميندا فوليسي فرنيݢأنڽ دڠن نݢري کوميو نيسة چينا، دمکين کات فونچا٢ يڠ چوکف تاهو دسيني سمالم. منتري نݢارا، انئوني ناتيڠ مبريتاهو ديوان اورڠرامي فد هاري اتنين کلمارين بهوا بريتن برچادڠ ممفرلواسکن لاکي فرنيکأنڽ دڠن چينا. اين برارتي! بهوا بارڠ٢ يڠ تيدق ترسبوة ددالم سناري بارڠ٢ دفرلو کفد کݢونأن تنترا“ يڠ سلما اين دلارڠ درهن دهنتر کسوبية يونيان اکن دهنترکچينا. .اداله دفهمکن سمالم بهوا ايقسفورة انتوق ليسين٢ بارڠ٢. سفرت ايت مڠين يم چينا اکن دکلوارکن. کنݢري -ايه.اي. ڤي.,1582,856,2358,3307,2,fdcdb551-ad1f-41b7-8b7c-fe35b44e9f89
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779892974362,فݢاوي تنامن کلنتن لنجوتکن فلاجران کأڠݢلند باݢي فرتام کاليڽ کراجأن کلنتن تله مڠهنتر سئورڠ ملايو نتوق ممڤلاجري ڠلمو تنامن٢ يداڠݢلهند بلبوايالهأ. محمود بن يعقوب? برعمور 4تاهون سئورڠ فݢاري کانن دالم فجا بة تنامڽ٢ کلنتن. أ. محمود اياله فتنتوة لفاسمن مکتب تنامن٢ سردڠ تاهون 1936. دي تله برتواق کأڠݢلند فاݢي سمالم دڠن کفلتر بڠ بي او. أيه: سي. دري سيڠافورا. فمرݢينڽ ايت اياله دڠن سکولرشيڤ کراجأن کلاتن.,1582,3313,2330,4583,3,fda2580f-5639-417d-ba38-d8221512ef22
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779892987354,"ماهو بريتن تيدق ملفسدن علن عدن (سلاتن سعودي عربيا) 20 مي - لورد لوءيد، ستيأوسها رنده فارليمنة بريتيش باݢي تانه٢ ججاهن برکات دسيني سمالم بهوا تيدق اد کمونکينن بريتن. اکن ملوڠݢرکنڽ تڠݢوڠجوا بڽ اتس عدن. .“بليو ميتاکن بهوا کراجأن بريتيش سوك منجلسکن تنتڠ فنتيڠڽ تانه ججاهن ايت دري سݢي لڠکه٢ فرڠ دان ايکو نومي ترماسوق دالم ليڠکوڠن نݢارا٢. کومن ويلث. تنتوتن فندودق٢نݢري ايت يڠ مأو تارفي برکر اجأن سنديري دفرچيأي تله دبينچڠکن دڠن لورد لوءيد. ي عدن اياله ساتو کاواسن سلواس 75 فرسکي باتو يڠ منجادي تانه ججاهن بريتيش سسنجق تاهون 1839. دتيمور داند بارة عدن اياله نݢري٢ د باوه کواس شخ٢ عرب يڠ سبيلاڠن سر درفداڽ ر,دليندوڠي“ اوله کراچأن ين يتيش. روءيت.",2341,1730,3118,4593,4,f246cd09-0d88-49e6-8538-be8f5256de8d
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779893008519,تيکنيکل کفد نݢري٢ يڠ کورڠ ماجو تتاڠي مريک تيدق دافة ممبري ڤيکران مريک اتس چارا رنچاڠن ايت اکن دجالنکن سلاݢي مريک بلوم مڠکاجيڽ دڠن. به دليتي. کراجأن سوبية دان فرانس اکن ميوکڠ اوسها بڠسا٢ برساتو انتوق مندافتکن ساتو فيلساين سچارا دامي انتارأ اسرأيل دان نݢري٢ عرب، کات يتأن ايت. برکنأن دڠن تيمور جاود، کڽتأن ايت تله مموجي خدمة بايک وا فڠروسي برسام فرسيداڠن جينيبا اتس اندوچينا - منتري٢ وار سوبية دانبريتيش - يڠ تله دججالنکن کتتافن٢ فرسيداڠن جينيبا دان ممليهارا کأمانن داسين تفݢارا- ايه. ايف. في.,3109,1738,3885,3854,1,e0790618-da33-4230-b4ff-d571dffa1495
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779893020143,شوارة لوروڠ اڠکو امان مشوارة: اݢوڠ فرتام امنو چواڠن وروڠ اڠکو امان? سيڠ فورا اکن دادکن يد27 مي اين دهلامن برومه نمبر218 لوروڠ اڠکو امان مولاءي جموفتڠ ب لفس مشوارة اݢوڠ ايت فرجمفأن ماري واي دان مڽسبوة هاري اولڠ تاهرن کسفوله ترتو بهڽ امنو ملا يا اکن دادکن. سوا اهل٢ دجمفوق حاضر.,3109,3865,3857,4728,5,5eadb611-f324-42b4-b045-cec17ed47a41
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779893033793,تله. کڽتأن برسام ايت دتندا تاڠني دکريملين اوله فردان منتري سوبية نيکولاي بولݢانين دان فردان منتري فر نچيس ݢأي مولية يڠ کيني ملاوة سوبية سچارا رسمي. کدوا٢ بواه کراجأن ايت تله منݢسکن بتاف فنتيڠڽ سنجات٢ اتوم دان هيدروجين دکورڠکن دان مستحقڽ تناݢ اتوم دݢوناکن سمات٢ انتوق سسوات اوسها يڠ مڠأو تماکن فردامين دان کأمانن. سوبية دان فرانس جوݢ برجنجي اکن ڠمييل لڠکه٢ دڠن سلکسڽ٢ انتوق مڠورڠکنا سنجات بالا تنترا نݢارا٢ دالم دنيا، تراو تام يکاتي ليم کواس بسر، دباود کاوالن اينتر ناشيو نل. کيتأن، ايت برکات بهوا ݢراجأن فرتچيس سدر تنتڠ] مستحقڽ کفوتسن يڠ تله دبواة اوله کراجأن سوبية مڠورڠکن تاجتاڽ يرو فف فميمفين٢ سوبية فول، کات کڽتأن برسام ايت، منريما دڠن بايک رنچاڠن فرنچيس هندڤ ممبري بنتوان ايکونومي دان,3871,1744,4653,4742,1,e0790618-da33-4230-b4ff-d571dffa1495
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-21-2.jpg,UM-1956-05-21-2,r_1779893053420,ووفار تي کوميونيسة انديا بوله ممکڠ کواس کراجأن،، - کو ش نيو ديلهي 0 مي - فارتي کوميونيسة انديا بوله ممکڠ کواس کراجأن دڠن مڠݢو ناکن چارا٢ فرلمبݢأن، دمکين کات ستيأوسها اݢوڠ فارتي ايت اجوي کومر ݢوش دداام سوات فرسيداڠن اخبار دسيني سمالم.,3106,4764,4622,5530,6,8c8c5526-7dda-42b2-a84e-77148717cb9b
