Image_URL,Page_ID,Region_ID,Region_Text,x1,y1,x2,y2,arc:nexus_segment,ground_truth_segment
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700277844,"ووبوکن موده منرڠکن کفل ملايا کناف ݢتهڽ تأ بوله دکيريم ککوميوتيسة چينا،،- ايدن يلن منتا ايسينهوار لوڠکرکن سکاتن٢ ڤرنيکأن واشيڠتن 4 فيبرواري - ""امتله سوکرڽ انتوق منرڠکن کفد نݢري٢ لاين سفرت ملايا کناف مريک دبنرکن مڠيريم ته کروشيا تتافي تيدق ککوميونيسة چينا، فد حال روشيا بوله سسوده منريما ݢته ملايا ايت“ مڠير يمڽ فول ککوميونيسة چينا“ دمکين کات سر انئوني ايدن. فردان منتري بريتيش ددالم ساتو فرسيداڠن اخبار دسيئي سمالم. بليو تله ممبواة کڽتأن ترسبوة سماس برچا کف تنتڠ سکاتن٢ يڠ تله دکناکن کأتس فرنيکاأن دڠن کوميونيسة چينا.",312,372,3681,1549,0,2593c468-2007-4fd8-9644-353a6874668e
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700297427,فر سيداڠن مرڽيکا ويتيش اکو سوهکڽ کواح فرتهانڽ افبيل تنتوا ملايا قواة,1134,1643,6435,2105,0,87c395f4-50e1-4645-94cd-95b3d753cc48
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700303450,"ايدن ميتاکن بهوا دي تله منچادڠکن کفد فريسيدنة ايسينهوار سفاي سکاتن٢ فرنيݢأن دڠن کوميو نيسة چينا لوڠݢرکن ,سلڠکه دمي سلڠکد“ سهڠݢ سکاتن٢ ايت منجادي سام. دڠن يڠ دکناکن کأت٢ نݢري٢ بلوق کوميو نيسة يڠ لاين. بݢيمانفون بليو اڠݢن ميبوة سمأد ايسينهوار دان فݢاوي کانن امريکا يڠ لاين يڠ تله برو نديڠ دڠنڽ سلما تيݢ هاري بارو٢ اين منريما اتو تيدق چداڠنڽ ايت. دالم فرسيداڠن اخبار تاشيو نل فريس کلب سمالم يدن برکات: ,کامي تله منچادڠکن سفاي سکاتن٢ ايت دلوڠݢرکڽ ستافق دمي ستافق هڠݢ کدودقئن فرنيݢأن دڠن چتينا منجادي سام دڠن سو بية روشيا“. بليو برکات بهوا بوکنڽ موده منرڠکن کفد نݢري٢ سفرت ملايا کنف مريک د بنرکن مڠيريم ݢته کفد روشيا تافي تيدق کفد کوميو نيسة چينا، فد حال سوبية روشيا دڠن سنڠ ساج بوله مڠيريم ݢته يڠ اي تريما ايت کفد کوميو نيسة چينا. ايدن منرڠکن بهوا فر نيݢأن يڠ سفرت ايت امة فنتيڠڽ کفد يکو نومي نݢري٢ دالم کاواسن فرسبوة (تيمور جاوه). منجواب ساتو فرتيأن تنتڠ يدن مسئله٢ تيمور جاود، برکات بهوا کسڠݢوفن بريتن انتوق ررمڠهالڠ دان منچکه فرکمباڠن يڠ منچرو به“ داسيا برسام٢ دڠن امريکا اياله برکأية دڠن کوا جيفن٢ ڤکاتن سياتو ساج، نتافي تيدق دڠنسوألاممفر تاهنکن ورموسا دان فولو٢ يڠ برد کاتن سيکف بريتن، کتاڽ ترهادڤ بورموسا تيدق براو به درفد ڠ تله دعمومکنڽ دديوان ورڠرامي فد 8 مرچ، 1955. - يو. في.",368,1578,1144,6290,0,2593c468-2007-4fd8-9644-353a6874668e
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700310671,"ودن فکاوي فندفتر کريتا ليم فاڠ چيڠ يڠ دتوده دمحکمه يڠ کليم سيڠافورا کران منيفو سئورڠ لاکي چينا برکنأن دڠن سبواء موتورکار برهرݢ 1,700ةفد 20 جنواري يڠ لالو، سبݢيمان بريتاڽ دسيارکن سمالم“ بوکن: سئورڠ فݢاوي فندفتر٢ کريتا سيڠافورا. کسيلافن اين اداله دڠن تبدق سڠاج دان کفد فيهق يڠ برثا بث وتوسن زمان مڽتاکن دوکچيتاڽ تنتڠ کسيلافن ترسبوة.",364,6306,1144,7449,1,89b39d03-aeb6-4d8b-8ed0-528ea1651995
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700318976,"بو کو انکو نيسيا ببه سريبو جنس بوکو٢ ندونسيا دري سݢل ماچم اد سديا فد کامي. سيلا فسن سکارڠ اتو داڠ سنديري کفرفستکأن کامي. TT٢55 2ڠESaTL1 HIsLaN 1H1 ,Oa L٢TOT 3257",444,7507,1852,8198,2,786db8fc-3216-48c3-aed5-0ec42a6873c9
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700325176,دوا منتري فرمکتوان ملاوة اوتوسن,1278,2188,3296,2341,3,56967062-91c8-4555-9985-91fae6e14f3a
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700332430,دوامنتري فرسکتوان تانه ملايو تله ملاوة فجا بقر او توسن ملا يوڠفريس لميتيدأسيڠافورا سمالم. مريکئيت اياله توانأوڠ يوق لينيمنتري تيليکوم دان أ. عزيز اسحاق منتري فرتانين. ݢمبر دأتس مننجوقکن مريك سدڠ ممرها تيکن جنترة چيتق اوتوسن ملايو. دريکانن. أ. عزيز اسحاق منتري فرتانين“ توان أوڠ يوق لين منتري تيليکوم، توان وڠ فو نم اهلا يسيمبلي (فرايکاتن) سيڠافورا باݢي کاواسن فاسير فنجڠ دان أ. يوسف اسحاق منيجيڠ داير يقتر وتوسن ملا يو..,1154,4130,3399,4519,3,56967062-91c8-4555-9985-91fae6e14f3a
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700336842,کراجأن ليبر فرانة بلوم مئنتوکن سيکفڽ ترهاڽف ڤلاجر ان ملايو کراجأن ليبر فرانة سيڠافورا بلوم لاݢي مننتوکن داسرڽ ترهادف فلاجران ملايو سڠݢهفون اي تله ممݢڠ تراجو فمر نتاهن سجق 10 بولن يڠ لا لو. حال اين تله دصحکن سمالم اوله منتري فلاجران سيڠافورا سنديري، توان چيو سوي کي. کتاڽ، ررداسر کراجأن فد کسلورهنڽ تنتڠ فلاجران ملايو. لوم لاݢي دفو تسکن. تتافي کفو تسن مڠنأيڽ اکن دامبيل سديکية ماس لاکي“.,1154,4550,2652,5674,4,e3d82e57-3fca-47d7-bb00-83931e83496c
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700341520,تتافي فرمنتأن ايت تلبه د تولق اوله منتري فلاجران چيو سوي کي. بلليو تيدق ممبري اف٢ الاسن نتڠ فنولقئن ايت. فرتموان انتارا وکيل٢ مجلس فلاجران ملايو ايت دڠن توان سوي کي هاڽ مماکن ماس کيرا٢ 20 مينية ساج. وکيل٢ مجلس يڠ حاضر اياله فڠروسيڽأ. هارون محمد امين، أ. جيلاني امام،أ منصور فاضل، أ. لقمان وسى (سئورڠ فلاجر يو نيبرسيتي اوف ملايا) دان أ. يعقوب محمد. مريک کمد ينڽ تله مڽتاکن راس دوکچيت مريک کران ووستيف کالي کامي برجمفا دڠن توان چيو سوي کي، بليو ترݢوفوه٢ ساج دان اد٢ ساج مشوارة لاين“. دالم فرتموان ترسبوة منتري فلاجران چيو سوي کي تله ممبريتاهو بهوا فرتموان مريک هاروس د تمتکن دڠن لکس کران اي هندق منموءي ا سمبوڠن دموك 8,1151,5704,1899,7449,4,e3d82e57-3fca-47d7-bb00-83931e83496c
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-02-05-1.jpg,UM-1956-02-05-1,r_1779700345886,"بليو تله مبري فنجلاسن ا ين سمالم سجوروسسللفس فرتموانڽدڠن يم اورڠ : وکيل٢ مجلس فلاجران ملايو يڠ سدڠ منجالنکن ڤڽياستن تنتڠ تيݢ بواه کلس٢ منڠه ملايو بڠ تلله دادکن اوله،کمنترين فللاجران مولاءي 9 جنواري يڠ لالو. منتري فلاجران چيو سوي کلي تله منولق ساتو فرمنتأن مجلس فلاجران ملايو ايت سفاي وکيلڽ٢ اد بنرکن ملاوة کتيݢ٢ کلس منڠه ايت انتوق ڠتهوي دڠن جلسڽ سوسنن فلاجرا نڽ. توان چيو سوي کي دولو تله رجنجي بهوا دالم کلس٢ ترسبوة بهاس ملا يو اکن منجادي بهاس فڠنترا سلورهڽ ملينکن باݢي فلاجران علمو مييميتيک. سأينس دان کسوسسترأن ڠݢريس يڠ اکن داجر دالم بهاس اڠݢر يس. تتافي، 30 اورڠ فننتوة٢ ساله سبواه کلس منڠه ايت بارو٢ ناين تله مننجوق فراسأن مڠادکن فيکية دان مباوا فوستر٢ ددفن کمنترين فلاجران ممبنته کران بهاس ملايو سکارڠ هاڽ منجادي ساتو مات فلاجران سمات٢. نتوق مڽليد يقکي بنتامن فننتوة٢ يت دان انتوق مڠتهوي دڠن سبنرڽ کدودقئن بهاس, ملايو دالم اف يڠ دفڠݢيل اوله کمنترين، فلاجران کلس٢ منڠه ]ملا يو ايت:ة وکيل٢ مجلس فلاجران ملايو سمالم تله قممنتا کدي رنن دو٢",1914,5691,2654,8227,4,e3d82e57-3fca-47d7-bb00-83931e83496c
