Image_URL,Page_ID,Region_ID,Region_Text,x1,y1,x2,y2,arc:nexus_segment,ground_truth_segment
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700620249,"مابرهنتيکن ساکية ڤيڠکڠ ان لڤوهسندي دان بيسأ لتولڠ مانن دان مينومن٢يڠ تيأدبتول، سوسه هي"" رلالوياڽق بکرج، سلالو برڤڽاکية سلسمأدان کومن٢کرقکالي ميبکن ڤڽکية براه قيڤکڠ دان ڤويندي٢ ايرکنچيڠ دان منيمبولکن ڤول ڤڽأکميڠ سقرت ايرکنچبيڠ بيڠ کروه داتن مقندوݢي بأيق اسمممسلالو بأقون تيدوس وقت مألسحء براسڤأنس وقت بواڠ ايرکچيلاتويمبن سأکية کاکير، داسه کوره""راس٢ قيتم يڠکق ڤرکلاڠنکاکي،لڤوه سندي دان بيسا٢ تولڠ، کلوڤق مئت مڤلمبوڠ دان براس تواسبلوم سمڤي مأسڽ. تولڠله بواه٢ قيڤکڠ توان٢ سڤي ممبرسيڤکن داسه توان٢دقن651 (کيستيقب).ڤرتأم کالي ممأکنڽ بوله منولڠ بواه٢ شيڠکڠ تان٢ ممبريسيه دان مڤلولرکن اسم٢ دان کومن دان توان براس سڤرت بهأرودڠن سکرا. دڠنجأميينن يايتوڠکمباليکن چک يد ترهرݢاڽ تيدفادلسوڠ ليله”کيستيقس“ درعيب کدي اويبة توارن٢هأسڠياين جو6",5732,2967,6420,5133,0,bb0c0f7e-c5b4-49a1-9078-254d4e92bce2
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700622496,رهنتيکنلهلله فياکية٢نسألوران ڤرنفاسن جک توان بأتوڤ،برسيڠ تيدق بوله برنفس اتويدوردڠن ڽقيڠ دسببکن اوله ڤڽأکية له سلسماتوسبباکية سالوراڽ ڤرنناسن. بلميله 494 (مينداکو)دکدي٢ وبة توان٢هارياين. مينداکو منياليکن ڤکرجأنڽ ملالوي دا٢انوق منچايردان مڠلوارکن کاهق،يڠ کو. اين مڠوأڤوسکن بأتوق، توان وله برنفس رڠنبيب، نتيدوس ييقهڤرت کانق٢ دان تنأك هيڠ سبتولڽاکن دڤراوله سمولا تڤ لواسکن اتودجأمين واڠ دکمباليکن. ليله دريکدي اوبهة توان هأري اين.,4920,2963,5659,5122,0,119d99b7-039f-44f2-80e0-77263005c894
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700626123,"برکنأن: مسطور بن احمد يڠ تله منيڠݢل دنيا سموا اورڠ يڠ اد ممفوڽأي سبارڠ تنتوتن ترهادف هرت فساك الله يرجم يڠ ترسبوة دأتس، دهولو تيڠݢل دنمبر 31 بلوق ک مأونة ايملي رود، کواترس مجلس بندر راي سيڠافورا. يڠ تله منيڠݢل دنيا فد 19 جولي، 1955، اداله دکهندقکي سفاي مڠهنتر کتراڠن٢ برکنأن تنتو تن٢ مريکئيت سچارا سورة کفد:. 5T O2 5511جC .OO6 يأيت فنتد بير هرت فساك ترسبوة، دالم تيمفوه دوا بولن درفد تاريلخ سيارن فمبريتاهو اين دان سلفس تاريخ ترسبوة فنتد بير يت اکن ممبهاݢيکن٢ هرت ايت دانتارا مريک يڠ مڽمفيکن نتوتن٢ دالم تيمفوه ترسبوة. برتاريخ دسيڠافورا فد 12 هاريبولن افريل، 1956. ن د O 2 5L2a08s ,ڠ551",4884,6931,6424,8573,1,6d999487-7890-496f-a457-6252aa365e76
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700630195,فڽاتفلاجران فرسکتوان کاڠکف سباکي- مومروکيݢکن“ اتو فهة 14 مي - فيات فلاجران چيفتأن داتوء رازق بن داتوء حسين، منتري فلاجران فرسکتوان، يڠ دعمومکن بارو٢ اين تله داڠݢف اوله امنو چواڠن باݢن سباݢي ساتو فڽات فلاجران يڠ دممفو ڽأي توجوان٢ يڠ سامر٢ ساج“.,4090,674,5663,1497,2,4d4e4d12-2d6b-4be0-862f-09955fa1ed20
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700637068,سئورڠ فݢاوي امنو چواڠن ترسبوة مڽتاکن کفد اوتوسن ملايو سمالم بهوا منورة فندافتڽ ايسي فڽات ايت روتيدق تکس دان اوله ايت کلق اکن مروݢيکن بڠسا ملايو“. بايق دانتارا کندوڠن٢ فڽات ايت اکن منربيتکن راس تيدق فواس هاتي دکالڠن اورڠ٢ ملايو، کتاڽ لاݢي. وتوسن ملايو دفهمکن بهوا امنو چواڠن ترسبوة اکن مڠادکن مشوارة خاص انتوق ممبينچڠکن کندوڠن فيات ايت دڠن سلواسڽ٢ دان کفوتسن٢ يڠ دامبيل کلق اکن دماجوکن کفد فيهق ترتيڠݢي امنو ملايا.,4079,1507,4877,3200,2,4d4e4d12-2d6b-4be0-862f-09955fa1ed20
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700751076,امنو ملاک منوبهکن بلان٢ کحيل ملاک 14 مي - جواتنکواس کرج امنو نݢري ملاک کلمارين تله برسيدڠ دان برستوجو مبنتوق ببزاف بدان کچيل: نتوق مڠوروسکن بر باݢي٢ افڠن فرݢرقئن امنو دسيني. فرسيداڠن ترسبوة جوݢ تله يليه کتوا٢ انتوق بدان٢ کچيل ايت سباݢي برايکوة: کتوا تاني دان تلاين، توان حاج عبدالعزيز، فوليتيک أ. خسنول هادي، کتوا تانه توان حاج طالب کاريم“ کتوا اݢام توان حاج معطي حميد، کتوا فلاجران دان کبودا يأن أ. عبدالڠني اسحاق، کتوا فنراڠن: أ. عبدالغفار باب، دان کتوا حال احوال فرنيݢأن .محمد حاج عبدالرحمن. کتوا٢ يڠ تله دفيليه ايت له دبري کواس انتوق مميليه اهل٢ بدانڽ سنديري باݢي منجالنکن توݢس٢ کواجيفن ماسيڠ٢.,4113,3200,4906,5940,3,d503a48d-988e-4fc1-b483-aa5e564863e3
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700754098,"با کل فکاوي٢ نترا ملايا برتولق کبريتن کوالا لمفور 14 مي- 12 اورڠ لاݢي اڠݢوت عسکر ملايو تله دفيليه منجادي فݢاوي٢ فاسوقکن تنترا فرسکتوان. مريکئيت اکن دلا تيه لبه دولو دسکوله لاتيهن کيدية اوفيسر ايتن هول، اڠݢلند مريک براڠکة کأڠݢلند فد جم 10,20 فاݢي اين دڠن کفلتر بڠ. مريک يڠ ترفيليه ايت. اياله: ابو حسن ين بجر (نݢري سمبيلن)، مجمد دازير بن محمد جامين (فيرق)، محمد قاسيم بن هاشيم (ايفوه)، مة ناوي بن حاج طالب (کلنتن) راج عبدالله بن راج محمود (سلاڠور)، سيد عبدالحزيز بن سيد رازق (کلنتن)، عبداللطيف بن. حسن (سيڠافورا)، عمر بن سليمان (جوهر)، محمد يوسف بن مرزوقي (فيرق) محمد نور بن محمد نورالدين (ملاك) دان روسلي ب داتوء بندهارأ (سرمبن).",4121,5948,4876,8592,4,9794b34a-be69-41ed-ad1b-56ca63d95123
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700763580,فلاتيم٢ فوليس دتنجوڠ کليڠ ماءو مکانن يڠ لبه بايݢ,1906,6657,3957,7163,5,d2f282c2-41c6-4c84-b92e-833abc632b16
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700768080,کانن دݢنتين اتو دلوار کيمف کران هرݢاڽ ترلالو مهل دان ندافتن مزيک فول کچيل. مکانن مريک دکيم ف رسبوة اداله داوروسکن اوله ئورڠ کو نتريقتر انديان مسلم. حاصيل دري فڠادوان رسبوة. ببراف اورڠ اهل٢ جلس مشوارة اونداڠن فيدرال ان ستية ملاک اکن ملاوة کيم ف يت ببراف هاري لاݢي اتتوق ڽقسيکن سنديري کادأن لاياتن فبايکه فنو و,1785,7160,2537,8585,5,d2f282c2-41c6-4c84-b92e-833abc632b16
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-3.jpg,UM-1956-05-15-3,r_1779700774468,"هوا مريك سلالو دبري ماکن ااءوق اسم توميس اير ساج. ,کامي تيدق بوله تاهن دڠن مماکن لاءوق يڠ سروف ساج سفنجڠ٢ بولن. تيدق فرنه کامي دبري لاعوق لمق اتولاين٢ ماسقين کاري تو يڠبرمفه“کات فلاتيه٢ ايت. دالم بولن مرچ يڠ لالو، سلما ببراف هاري فلاتيه٢ ايت تله موݢوء تأ ماهو ماکن کران مکانن يڠ تله دجنجيکن کفد مريکئيت تله تيدق دبري.",2565,7171,3322,8574,5,d2f282c2-41c6-4c84-b92e-833abc632b16
