Image_URL,Page_ID,Source_Region_ID,Target_Region_ID,Hop_Distance,edge_weight,clustering_f1,bcubed_f1,coverage,class_accuracy,tp,fp,fn
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889703134,r_1779889711109,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889711109,r_1779889703134,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889755882,r_1779889762978,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889755882,r_1779889771677,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889755882,r_1779889776253,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889762978,r_1779889755882,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889762978,r_1779889771677,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889762978,r_1779889776253,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889771677,r_1779889755882,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889771677,r_1779889762978,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889771677,r_1779889776253,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889776253,r_1779889755882,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889776253,r_1779889762978,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889776253,r_1779889771677,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889787099,r_1779889805331,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889787099,r_1779889814863,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889787099,r_1779889826024,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889787099,r_1779889832391,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889787099,r_1779889836560,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889787099,r_1779889841570,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889787099,r_1779889848741,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889787099,r_1779889855746,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889805331,r_1779889787099,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889805331,r_1779889814863,1,1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889805331,r_1779889826024,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889805331,r_1779889832391,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-12-12-3.jpg,UM-1956-12-12-3,r_1779889805331,r_1779889836560,1,-1.0,0.6666666666666667,0.8139362490733876,0.8947368421052632,1.0,22,21,1
