Image_URL,Page_ID,Source_Region_ID,Target_Region_ID,Hop_Distance,edge_weight,clustering_f1,bcubed_f1,coverage,class_accuracy,tp,fp,fn
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778725810,r_1779778753493,1,1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778753493,r_1779778725810,1,1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778736144,r_1779778780227,1,1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778736144,r_1779778788013,1,-1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778736144,r_1779778801383,1,-1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778736144,r_1779778805216,1,-1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778736144,r_1779778809517,1,-1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778736144,r_1779778814250,1,-1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778736144,r_1779778831785,1,1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
https://jawi.sgp1.digitaloceanspaces.com/page_scans/UM-1956-05-15-1.jpg,UM-1956-05-15-1,r_1779778736144,r_1779778858566,1,-1.0,0.5063291139240507,0.7547169811320755,1.0,1.0,20,39,0
